D1,D2,D3,D1,D2,D3
0.820686641,0.850039439,0.637446745,0.701866667,0.669666667,0.445160993
0.659400282,0.809602798,0.654487433,0.706722066,0.760232091,0.700357175
0.825207217,0.988983307,0.903359648,0.881953333,0.905891111,0.838178678
0.407087468,0.022817897,0.050497623,0.327616667,0.188133333,0.264902505
0.03817641,0.000210933,0.002997607,0.074790714,0.139875019,0.124143618
0.603524417,0.87613219,0.770080339,0.545544444,0.7683,0.393845407
0.421979209,0.548406598,0.440308882,0.48535,0.423805357,0.278077448
0.454372,0.058763546,0.152632766,0.424566667,0.4491,0.452065683
0.135764908,0.011061853,0.082363261,0.300536667,0.251133333,0.23656407
0.217056402,0.306526112,0.263086957,0.313662381,0.253252125,0.27479666
0.356674668,0.080145058,0.0235106,0.438923333,0.38956,0.246921472
0.763281977,0.888798226,0.812728383,0.836872294,0.876492778,0.80042814
0.508928778,0.715186156,0.650577132,0.715866667,0.8577,0.603358053
0.754972777,0.986693519,0.922249999,0.874433333,0.877273333,0.785105624
0.920889726,0.993149079,0.993788835,0.8295,0.839133333,0.858617105
0.661259357,0.232239882,0.102705233,0.3424,0.239777778,0.253937819
0.490941792,0.118638389,0.083327628,0.342053333,0.3295,0.201405476
0.883981905,0.997907048,0.999371262,0.8547,0.899733333,0.883087009
0.545745653,0.239308271,0.199308039,0.546213333,0.394171429,0.401433363
0.685322457,0.991924728,0.946357619,0.893881667,0.944946667,0.855826318
0.428736739,0.190600544,0.051070389,0.350526667,0.3613,0.265693495
0.393306051,0.306858959,0.360330278,0.253843333,0.1775,0.464255928
0.439321615,0.191933056,0.123448773,0.242133333,0.143966667,0.482197399
0.065972901,0.014988587,0.024869578,0.116928333,0.06478883,0.216501615
0.141679908,0.124011479,0.040229686,0.188066667,0.16995,0.195465504
0.448883267,0.842448191,0.819123538,0.708316667,0.779588095,0.513144861
0.365175237,0.420130721,0.396806054,0.508993333,0.456436099,0.749233213
0.582191748,0.181239753,0.11606012,0.425133333,0.3539,0.267718992
0.661259357,0.898736151,0.92640313,0.856283333,0.9443,0.796519596
0.663725431,0.879161215,0.907140403,0.910138095,0.926310486,0.829279077
0.49836154,0.240824661,0.900356493,0.382966667,0.4978,0.562464713
0.695311649,0.575200184,0.758352211,0.553366667,0.528006667,0.694156507
0.424524839,0.806032731,0.932520266,0.602177778,0.6104,0.560820286
0.383834366,0.24718753,0.086933176,0.31455,0.28466,0.187397835
0.134538618,0.18917308,0.192689878,0.137781313,0.118759431,0.126060716
0.381365537,0.840676828,0.844761863,0.6918,0.777833333,0.63379956
0.523863207,0.354915962,0.33541326,0.3283,0.288266667,0.254633856
0.631833589,0.806174992,0.810013261,0.596819048,0.622966667,0.734491831
0.271801478,0.917873123,0.965849409,0.8306,0.9454,0.807783762
0.824043696,0.967866586,0.82824967,0.880666667,0.8859,0.88073609
0.739558026,0.942181712,0.989794986,0.863566667,0.903666667,0.856296263
0.731770174,0.490469951,0.811606586,0.556522383,0.562115919,0.654235012
0.909382124,0.981168247,0.888046191,0.949237899,0.984758878,0.815957062
0.914369358,0.816997202,0.951627091,0.609698333,0.4837,0.860188887
0.50425037,0.10536515,0.194768408,0.364053478,0.288161429,0.6050913
0.644196972,0.251350106,0.145279534,0.257219048,0.187033333,0.432821342
0.231545286,0.103245246,0.224743272,0.25175,0.170449975,0.223430285
0.734595072,0.755264021,0.605567355,0.601189271,0.655774019,0.621684151
0.724027034,0.532972554,0.484597886,0.525292381,0.528543333,0.57394733
0.945449771,0.999785769,0.998443442,0.891566667,0.9292,0.881524745
0.149093299,0.006689728,0.001653525,0.034,0.0072,0.14149717
0.40639113,0.563568702,0.33967899,0.457418194,0.426944998,0.62289114
0.396525875,0.518089559,0.752519171,0.618866667,0.601906667,0.745608232
0.661259357,0.029377796,0.013015304,0.2365,0.044,0.252463388
0.752941811,0.912887868,0.972419753,0.84971619,0.859366667,0.846864603
0.859746848,0.935188823,0.992641403,0.783616667,0.83706,0.834890919
0.096512571,0.002995322,0.03518097,0.137273333,0.047716667,0.18929978
0.602084689,0.935590473,0.93198157,0.733616667,0.867683333,0.807193906
0.405522738,0.007546476,0.002639067,0.255166667,0.284478947,0.183103392
0.758631161,0.162690646,0.358234253,0.564916667,0.363253333,0.72346984
0.138494215,0.098170356,0.187451736,0.256866667,0.147511404,0.196557158
0.357134728,0.12007232,0.115751855,0.349433333,0.313933333,0.287746822
0.136670104,0.011240145,0.021637334,0.154033333,0.0594,0.159398543
0.817548164,0.923935108,0.742291407,0.914250078,0.939862505,0.79790745
0.451537333,0.512189334,0.329614968,0.387066667,0.43955,0.279822516
0.411026305,0.38971341,0.561600012,0.347854358,0.403131668,0.654475413
0.115459677,0.136828024,0.009755688,0.31115,0.48879,0.213227075
0.468793744,0.095890135,0.124485899,0.535633333,0.51576,0.41846227
0.716170288,0.460087216,0.530148551,0.460809048,0.536340431,0.755317044
0.454354925,0.065350099,0.250674487,0.314516667,0.137566667,0.319254293
0.170296322,0.029159666,0.073199411,0.120095079,0.098291077,0.18108371
0.139534462,0.0029497,0.038051616,0.060188571,0.054361436,0.104402646
0.370354887,0.129823287,0.113021881,0.454126667,0.4067,0.461226781
0.109369585,0.000432985,0.002825267,0.061885,0.01773596,0.139914318
0.852992969,0.977065173,0.956056355,0.889433333,0.897,0.877323814
0.381073061,0.742213702,0.688423134,0.5725,0.6428,0.556440374
0.978964331,0.957519203,0.924149103,0.882640317,0.90430749,0.888795422
0.143439396,0.120294933,0.157549437,0.115323506,0.157228975,0.120636821
0.626277447,0.985908676,0.932553891,0.671666667,0.7820325,0.780143279
0.712551326,0.923262526,0.939674545,0.734116667,0.77724,0.779692598
0.671693458,0.765119802,0.767294792,0.85795,0.829935556,0.812370133
0.923503066,0.972281237,0.899497957,0.710948651,0.686741914,0.838323628
0.765736677,0.977799928,0.936396592,0.878146667,0.8584,0.88305291
0.75367855,0.904846282,0.852284277,0.820343333,0.828955357,0.828260816
0.181608399,0.088292828,0.51146528,0.307066667,0.31105,0.208280106
0.836472545,0.94549328,0.92779853,0.853210256,0.913325,0.831524584
0.061131635,0.059820994,0.080242352,0.144452381,0.116766667,0.148112674
0.470233452,0.869716231,0.781626329,0.775196667,0.858941025,0.685233947
0.779360507,0.92716167,0.864903723,0.848147381,0.885108235,0.84354447
0.862829,0.738605375,0.703329051,0.49832381,0.59814687,0.64931507
0.418554442,0.337375326,0.229774426,0.38953,0.423693333,0.26312234
0.095743846,0.030408652,0.045507475,0.067353333,0.020338095,0.140962735
0.737082357,0.69197782,0.891225997,0.5642,0.648483333,0.473750189
0.523194514,0.407511563,0.490011256,0.4799,0.416906667,0.396876885
0.915742592,0.997734443,0.988956401,0.9661,0.9935,0.880286881
0.951678076,0.998164106,0.973267406,0.961526667,0.98736,0.866077507
0.517688358,0.431096535,0.446141184,0.530848571,0.464521464,0.694626662
0.713497551,0.560590353,0.533546314,0.792438889,0.759115,0.681453444
0.79159482,0.961533695,0.993690737,0.921746667,0.8908,0.877242402
0.663296629,0.679483177,0.599452513,0.56685,0.5346,0.640313483
0.1575647,0.000733311,0.005538219,0.04762,0.011828571,0.116487137
0.578686736,0.52484092,0.69204963,0.581433333,0.7235,0.596539216
0.232856917,0.005511183,0.05315091,0.04035,0.008729856,0.178256897
0.089838404,0.003457914,0.005487977,0.231921727,0.09032819,0.264210115
0.937303874,0.989214698,0.959220811,0.979335556,0.992370227,0.887362966
0.730801824,0.983037489,0.9386966,0.927373333,0.979138095,0.837282941
0.484496997,0.248290625,0.379813531,0.469266667,0.569533333,0.42770888
0.570298301,0.81738937,0.738022824,0.593076667,0.657,0.61755595
0.655135339,0.757248507,0.798112827,0.748266667,0.63585,0.839166015
0.481804711,0.855602017,0.665402157,0.48066,0.466066667,0.41175696
0.661259357,0.985881201,0.99637046,0.860685714,0.9242,0.850243256
0.932335034,0.999984549,0.999089145,0.9342,0.9862,0.857458693
0.737351496,0.851832157,0.942434915,0.801183333,0.748853333,0.8587118
0.146426604,0.352796824,0.263066821,0.40155,0.662406667,0.33318594
0.674912115,0.45930993,0.233399427,0.724835152,0.678521429,0.74253153
0.03452307,0.004873577,0.026080407,0.155935992,0.077257999,0.208691536
0.792841485,0.997545292,0.930922493,0.73572,0.85394381,0.749984027
0.175110602,0.014726007,0.095347593,0.333566667,0.3127,0.267387666
0.432324993,0.072594385,0.058306464,0.243475,0.349,0.171944186
0.396452317,0.463116814,0.668051937,0.549,0.557666667,0.370988
0.314958273,0.038323224,0.188462501,0.204301282,0.1345,0.25948643
0.210033586,0.272319576,0.417787355,0.328971603,0.289143427,0.478026033
0.393995825,0.814567896,0.803941879,0.7893,0.762133333,0.840618471
0.341901145,0.347182685,0.383936257,0.601,0.616616667,0.739863161
0.201665315,0.009858763,0.012703767,0.192006667,0.076228571,0.230026143
0.734016954,0.957142822,0.98226926,0.89868,0.8714,0.878253161
0.617410908,0.176834735,0.140557517,0.56194,0.479803333,0.527921783
0.947426871,0.962349534,0.880831418,0.926203333,0.957006667,0.878078954
0.418346222,0.631676831,0.735664523,0.41544,0.391725897,0.350681603
0.900359621,0.956509111,0.991981437,0.970586667,0.9833,0.881347436
0.661259357,0.543641162,0.49643743,0.493375556,0.353238095,0.645958151
0.405102025,0.019089056,0.021173005,0.201633333,0.071116667,0.265614637
0.845026764,0.752083504,0.530946285,0.604933333,0.42595,0.710167807
0.358452583,0.190203536,0.181293053,0.179745238,0.134756111,0.208563137
0.722146357,0.868151058,0.693621561,0.570786667,0.591491667,0.735619821
0.952095375,0.999642446,0.996541231,0.958863636,0.97135,0.876220817
0.552990111,0.62340866,0.423745873,0.310914113,0.323553095,0.383686277
0.956074598,0.997365089,0.993254119,0.9571,0.960171429,0.897863635
0.661259357,0.881261518,0.682803178,0.6697,0.4927,0.75625665
0.690532249,0.850672535,0.514445981,0.66155,0.731006667,0.371990144
0.28351657,0.043377277,0.17025728,0.222274739,0.116923778,0.547133133
0.79003034,0.926483041,0.737661753,0.922312308,0.946830276,0.822793966
0.301829517,0.071796315,0.033373616,0.2672,0.183616667,0.366876723
0.462328213,0.539613107,0.70814181,0.343000033,0.312976508,0.637511551
0.300893187,0.170746609,0.241501883,0.250783333,0.249091746,0.20616008
0.808656043,0.996935995,0.998651387,0.8742,0.94921,0.856179744
0.539767951,0.692793529,0.915136136,0.705633333,0.763533333,0.712694219
0.400279406,0.294137615,0.307583406,0.51751,0.3953,0.599917361
0.661259357,0.96858409,0.999165034,0.8758,0.9061,0.860352675
0.769031148,0.820537493,0.836488874,0.552121102,0.585481219,0.762104903
0.24537359,0.152033308,0.162510917,0.335583333,0.187816667,0.268145792
0.804323224,0.83642877,0.808233886,0.8003,0.805427778,0.851603458
0.877071249,0.598934385,0.810414269,0.864466667,0.860080159,0.839721365
0.940310286,0.972618811,0.930345722,0.872525238,0.87477465,0.861592213
0.304771211,0.037130866,0.044403813,0.0452,0.0128,0.113466528
0.811455531,0.595212258,0.609552665,0.57152,0.408,0.802651079
0.752324936,0.961723783,0.994482764,0.822933333,0.752391667,0.869795555
0.710444882,0.215704364,0.221007427,0.62782,0.523854444,0.753581232
0.518150822,0.133475053,0.332182124,0.543868431,0.411087968,0.638318132
0.661259357,0.804032977,0.878666722,0.462183333,0.4646,0.521647832
0.266696149,0.177984314,0.274232113,0.285066667,0.15682381,0.23669104
0.834511013,0.950926126,0.941241002,0.735123333,0.753692857,0.824670976
0.265367077,0.186621835,0.279524038,0.337666029,0.251046514,0.231214932
0.258428928,0.077531237,0.105905582,0.277480469,0.231123221,0.281875982
0.730799801,0.990277905,0.953370006,0.978866667,0.9906,0.8504357
0.605574303,0.853525371,0.848783006,0.40912119,0.499634524,0.577373479
0.661259357,0.227577764,0.080222959,0.4344,0.434766667,0.298759597
0.429481498,0.124468329,0.153229953,0.308889744,0.189123333,0.305678443
0.944191613,0.940996687,0.95864458,0.8982,0.881826667,0.880297041
0.112282119,0.082293088,0.022906118,0.220130769,0.143960893,0.280140289
0.571441626,0.761751334,0.766030454,0.56286,0.7441,0.471091539
0.773612624,0.781097811,0.77728715,0.579181938,0.637625945,0.775233787
0.914533805,0.944921421,0.949014426,0.96335,0.965416667,0.883327133
0.510395545,0.81804765,0.867168349,0.79812619,0.856050476,0.744646451
0.334781644,0.290459337,0.374848291,0.400683333,0.37922,0.224568622
0.713020439,0.95608034,0.8973554,0.81215,0.853166667,0.742727985
0.860137592,0.895766712,0.897595716,0.781577619,0.74803165,0.83158788
0.642845427,0.515855075,0.405142186,0.558231105,0.663488132,0.338728257
0.299592156,0.220446164,0.208191128,0.207564286,0.221513333,0.317068634
0.609826086,0.963967793,0.938393177,0.8525,0.9166,0.807219681
0.845256328,0.902461926,0.79851989,0.77228,0.838425714,0.726889839
0.07561952,0.160888188,0.127121252,0.275750482,0.188111389,0.341920058
0.014629756,0.001291474,0.0138819,0.016861704,0.005851815,0.102497168
0.603685394,0.870418585,0.719675596,0.718653333,0.859216667,0.648358591
0.661259357,0.518057179,0.850059841,0.551966667,0.5609,0.609883172
0.447985102,0.615954888,0.64996023,0.6108,0.718566667,0.56108214
0.654172697,0.818154268,0.897081395,0.869,0.814881429,0.843010002
0.297888013,0.146080958,0.061676775,0.209666667,0.189116667,0.182744737
0.112861556,0.04056986,0.102292913,0.262095238,0.189701825,0.174717114
0.787994687,0.769433492,0.889274869,0.893133333,0.9005,0.858067486
0.071413461,0.058760603,0.129748318,0.20342607,0.192639815,0.14258852
0.768539043,0.544918722,0.648639995,0.506763333,0.3646,0.80376614
0.61386485,0.186176687,0.366289939,0.496533333,0.454102381,0.447763742
0.399953574,0.158796689,0.030138404,0.551046667,0.5785,0.370039324
0.661259357,0.570455497,0.757309174,0.62608,0.7031,0.647489861
0.900693399,0.995501765,0.977040322,0.949433333,0.981633333,0.863639419
0.696398675,0.258129377,0.521505139,0.4842,0.485588192,0.730625595
0.040301385,0.000666358,0.001489156,0.203535476,0.10064881,0.145463902
0.661259357,0.281933355,0.238154133,0.42695,0.42067,0.328958783
0.537704178,0.407064996,0.375123207,0.519586667,0.49096,0.447135029
0.091512951,0.00982076,0.048501535,0.039518182,0.011531281,0.145065592
0.255418262,0.405057582,0.401675166,0.382566667,0.392277778,0.242917347
0.224847176,0.042906268,0.037447463,0.239806667,0.262666667,0.154166421
0.485831042,0.066470575,0.191972431,0.2566,0.174866667,0.370440418
0.595226817,0.367157364,0.345280946,0.551604246,0.696046227,0.325198538
0.187480196,0.208113669,0.160765088,0.1768,0.220953333,0.168980926
0.808684774,0.898075271,0.906046364,0.74201066,0.809270731,0.731198319
0.593150396,0.940336717,0.765787497,0.843641978,0.959197971,0.459948097
0.463004055,0.156731444,0.036048093,0.2346,0.2739,0.173627029
0.794331209,0.591467068,0.582688821,0.512187784,0.616516032,0.427550746
0.75827075,0.994213634,0.970176099,0.8473,0.9686,0.747414331
0.853085188,0.969604573,0.99682952,0.942133333,0.9532,0.879970999
0.858439896,0.962995288,0.945836892,0.896716667,0.920466667,0.845179015
0.780319929,0.917978789,0.937175611,0.657804762,0.750766667,0.665668152
0.540564628,0.651331815,0.709829515,0.328863333,0.352418205,0.588014008
0.373922598,0.176482374,0.161768148,0.32291828,0.271825256,0.212435291
0.300379907,0.021996058,0.099838452,0.182444722,0.0932,0.281856552
0.794069719,0.842399188,0.86304325,0.840183333,0.809357619,0.825549066
0.700224967,0.163716731,0.138014314,0.478793333,0.335433333,0.259960201
0.659035053,0.610626585,0.832326121,0.71185,0.694266667,0.749492737
0.502250433,0.208131656,0.095879712,0.600333333,0.614766667,0.31691457
0.192031012,0.009348807,0.001949277,0.148033549,0.061081616,0.149914685
0.864021487,0.942215937,0.832531795,0.812523882,0.920449188,0.816459619
0.635768884,0.916774579,0.823170036,0.717900909,0.82597788,0.496171617
0.018057787,0.004159791,0.017609212,0.010797669,0.005371012,0.104370114
0.483747705,0.75856648,0.628916473,0.73030619,0.688022302,0.712566815
0.848773547,0.996408208,0.990033963,0.9626,0.9962,0.896560156
0.937377289,0.99775142,0.990326514,0.912885,0.977366667,0.847155106
0.677258564,0.863134245,0.629722464,0.603572417,0.71099334,0.767160593
0.88310318,0.996697521,0.976313112,0.859933333,0.922333333,0.837789356
0.364235147,0.239345596,0.029924445,0.21095,0.235333333,0.176190995
0.181899728,0.166794409,0.13423798,0.277958333,0.265783333,0.223034893
0.267318213,0.281058044,0.056863045,0.325183333,0.217207143,0.306096583
0.867047211,0.36410424,0.353667507,0.506716667,0.43320119,0.500468501
0.663720998,0.83931824,0.770302177,0.726030952,0.797467956,0.733570841
0.056603728,0.000721054,0.010277916,0.044602381,0.011394175,0.117800952
0.471419523,0.113216136,0.193025512,0.3072,0.275273333,0.441936707
0.010971892,0.00052881,0.004337945,0.005870325,0.00246028,0.10195696
0.513406965,0.610568579,0.542002211,0.658915714,0.737050887,0.55247176
0.789503341,0.773853712,0.558925693,0.75505,0.749116667,0.839075138
0.841386654,0.969823791,0.984327124,0.741966667,0.7951,0.812237068
0.674961373,0.894789494,0.90196227,0.836786667,0.922066667,0.738761094
0.427854479,0.017721486,0.040146775,0.304377778,0.322033333,0.164920463
0.768585746,0.881196525,0.832000033,0.649,0.8587,0.685399451
0.661259357,0.649288476,0.96599796,0.776933333,0.6898,0.854098925
0.866181625,0.999508711,0.999182305,0.899766667,0.9127,0.856608832
0.882839915,0.99389201,0.946518238,0.887488651,0.930126799,0.829570416
0.340835927,0.049026602,0.062602989,0.407,0.416966667,0.246581706
0.855037013,0.971342376,0.966969242,0.886136667,0.88345,0.828013288
0.720007289,0.341357799,0.255069216,0.53986,0.414866667,0.543644308
0.661259357,0.919772325,0.982116675,0.8634,0.913,0.848430855
0.92827368,0.983443922,0.937109063,0.922934286,0.906388889,0.85463523
0.467941738,0.343175792,0.385505594,0.602683333,0.534533333,0.631402753
0.604864682,0.775981426,0.948682722,0.603638333,0.610560897,0.744988957
0.090052304,0.331322861,0.318237308,0.099799103,0.064061748,0.116584332
0.845728271,0.9653828,0.988069817,0.788436667,0.864573333,0.755401396
0.435154714,0.18872545,0.026239112,0.47407,0.46634,0.239666847
0.798816811,0.892418154,0.964392197,0.8946,0.8698,0.890132742
0.307801637,0.038338113,0.093585166,0.283562222,0.1585,0.252369075
0.257084537,0.618113836,0.531038513,0.33045,0.356191667,0.226073344
0.139241807,0.074858004,0.078626203,0.095211111,0.118354459,0.12799352
0.471703427,0.046846975,0.072282827,0.368345714,0.306673333,0.201777217
0.834176454,0.840031014,0.7600878,0.707590173,0.804716263,0.63120106
0.879802627,0.957842416,0.89500088,0.91183641,0.949668889,0.843926528
0.556435264,0.420543452,0.448091604,0.301579286,0.365820317,0.198239694
0.168930964,0.082713879,0.170219336,0.207778106,0.209166207,0.212449927
0.960051799,0.9433803,0.951186967,0.84095,0.845366667,0.85799967
0.973867137,0.985651717,0.941539278,0.9974,0.99983907,0.877806849
0.797811384,0.882651749,0.959699604,0.885916667,0.823033333,0.87373984
0.558825425,0.082795716,0.058637922,0.405312222,0.303408333,0.368838918
0.855820439,0.693137743,0.802244851,0.783104127,0.843003667,0.583074986
0.548305051,0.973450191,0.984819811,0.624966667,0.684913333,0.674698188
0.910148518,0.709227683,0.647202733,0.625984048,0.536530422,0.767283206
0.297801421,0.2948604,0.587899753,0.4659,0.509266667,0.39756979
0.428687552,0.229288753,0.441091986,0.463211212,0.397118095,0.442446732
0.506539228,0.837772736,0.834147347,0.6714,0.68504746,0.717862379
0.788911757,0.746017621,0.831078392,0.614745788,0.739494092,0.672898359
0.848133866,0.993595403,0.905848385,0.854310952,0.926014909,0.834794023
0.15003488,0.007920047,0.041772263,0.105972381,0.053138095,0.158790868
0.061587193,0.000848266,0.006622536,0.080789697,0.057007174,0.104263326
0.661259357,0.957713323,0.922325705,0.9192,0.961,0.834440768
0.790219899,0.935781815,0.791731809,0.913805,0.931376125,0.836222898
0.795273319,0.993067731,0.985240901,0.781303333,0.875316667,0.821269894
0.279138774,0.06755116,0.025489686,0.109866667,0.10834,0.146053056
0.409322608,0.11674952,0.286325124,0.311822222,0.35615,0.570835203
0.895989421,0.958708567,0.986861208,0.7313,0.81685,0.793390482
0.85582994,0.977475593,0.990037468,0.807946667,0.835533333,0.839842577
0.617396256,0.103549398,0.221805501,0.24875,0.1981,0.204438009
0.427030326,0.510530199,0.517177423,0.381503333,0.4041,0.279560656
0.307495193,0.076779637,0.057661366,0.194761383,0.09617619,0.277342813
0.661259357,0.827649886,0.907931166,0.617273333,0.588611111,0.696366498
0.781503802,0.367261068,0.534164331,0.386466667,0.586738095,0.190519668
0.661259357,0.819294003,0.620630835,0.755183333,0.8483,0.710428445
0.922795406,0.867054208,0.748418338,0.766368571,0.880916667,0.77876982
0.095975327,0.006793368,0.002831129,0.280632051,0.245250556,0.227909568
0.500968252,0.84690636,0.901515579,0.68995,0.645962222,0.825864252
0.568645515,0.126689071,0.238858633,0.362933333,0.1615,0.648079633
0.834323914,0.995894091,0.973894507,0.650467143,0.716648571,0.793259745
0.269081168,0.029771985,0.067590655,0.370816667,0.300697143,0.2572077
0.14307767,0.008026281,0.027920877,0.164455872,0.127064238,0.149179695
0.722737128,0.971685311,0.984580167,0.850733333,0.9556,0.780568199
0.85956566,0.240666551,0.584119913,0.447144524,0.372466209,0.714460673
0.706187667,0.784923075,0.711258796,0.639333333,0.617152381,0.790939332
0.918752198,0.968014949,0.883580953,0.904436941,0.884455426,0.861090213
0.603436319,0.7161153,0.955913999,0.566772619,0.535878095,0.46275839
0.775080498,0.615625515,0.685874848,0.839446667,0.770823889,0.841836332
0.752876601,0.941806633,0.881161232,0.952026667,0.9832,0.823156848
0.735616203,0.859142322,0.842067238,0.585970556,0.687687202,0.743667655
0.326794796,0.413389868,0.415764956,0.432306667,0.441866667,0.266894102
0.148416194,0.057737056,0.030319918,0.073935714,0.098366667,0.120401117
0.255984586,0.107567892,0.151235626,0.255986667,0.14319,0.201161735
0.694812316,0.911467586,0.866423137,0.768000402,0.876693793,0.720896014
0.248103199,0.171759421,0.119467082,0.34249707,0.268462381,0.303695951
0.622964684,0.599411426,0.327305736,0.56586,0.533725,0.608881465
0.323110171,0.006606745,0.011428982,0.1134,0.0324,0.19800931
0.772590373,0.686251994,0.824309661,0.60249324,0.458969123,0.719853917
0.796147491,0.997123085,0.987196738,0.9427,0.968333333,0.8559787
0.865079941,0.732471328,0.626677053,0.4884,0.577442857,0.760169728
0.671670482,0.806965378,0.919648979,0.523517778,0.524627451,0.761766723
0.777943662,0.993512687,0.965695416,0.888066667,0.868008485,0.873199768
0.343755394,0.010938,0.01853724,0.161001871,0.148963263,0.147135611
0.692672633,0.974182062,0.974693214,0.892,0.970423095,0.849456378
0.711481244,0.812258593,0.968100931,0.883033333,0.862966667,0.874071781
0.815408671,0.997033166,0.988422592,0.93495,0.964533333,0.865125522
0.509667307,0.457378296,0.53866438,0.37869,0.432176667,0.657090183
0.840307232,0.98752517,0.939040636,0.962166667,0.96615,0.866292859
0.833829275,0.371002464,0.630070614,0.53977381,0.481144799,0.740284301
0.184685059,0.056921193,0.009963145,0.17219,0.180678321,0.14057381
0.106730311,0.015546269,0.043539668,0.107537058,0.041830167,0.152655687
0.072407411,0.002011433,0.013637039,0.036096667,0.01576,0.144152863
0.661259357,0.9895277,0.994589877,0.8766,0.966,0.810706685
0.325511608,0.76034056,0.891578278,0.66178,0.7902,0.585159231
0.80038734,0.782000176,0.525987237,0.431696667,0.451421429,0.53968518
0.714380542,0.899838837,0.818975642,0.707623333,0.823733333,0.646907406
0.700497322,0.9068527,0.705999181,0.646603333,0.79557158,0.727064912
