D1,D2,D3,D1,D2,D3
0.525736921,0.078823825,0.271019149,0.583666667,0.412,0.822052234
0.782692399,0.981005204,0.865055507,0.639105351,0.771268828,0.533439002
0.905415638,0.993292176,0.988975583,0.837,0.885666667,0.852807088
0.800272106,0.994081531,0.972366996,0.93,0.973,0.84693553
0.105373943,0.000401449,0.025541322,0.192666667,0.1046,0.136304022
0.118010306,0.107945084,0.029688602,0.048,0.016666667,0.145512965
0.814094468,0.565747599,0.966843824,0.67,0.707666667,0.790587567
0.631312093,0.974170092,0.886009589,0.824,0.920179487,0.737328928
0.941769513,0.998751558,0.997131118,0.906333333,0.971,0.853574239
0.562031388,0.967450058,0.337639074,0.5025,0.6642,0.234811349
0.259424429,0.101944784,0.027132442,0.35,0.252,0.61765449
0.61127861,0.026981706,0.045871647,0.2464,0.038,0.425713353
0.974001927,0.347003197,0.122722477,0.674,0.5315,0.510601854
0.954140703,0.993757142,0.97349579,0.876,0.8565,0.872839754
0.642625673,0.996145182,0.907372342,0.668,0.697,0.799282932
0.176917152,0.001534293,0.024702162,0.2952,0.2886,0.230054625
0.791423479,0.824599802,0.680004759,0.661142857,0.638142857,0.822811697
0.57499865,0.131123606,0.332421336,0.497,0.36,0.687279584
0.591305724,0.795029469,0.844925296,0.6875,0.788,0.820843744
0.36888942,0.593848447,0.124751888,0.24,0.241,0.202932517
0.001429755,0.017905322,0.002560651,0.2052,0.099866667,0.148301466
0.949590041,0.917092828,0.99527962,0.943333333,0.9665,0.888602495
0.775809031,0.011271325,0.136709604,0.4735,0.3902,0.28052548
0.089560427,0.000142873,0.007259183,0.2217,0.162,0.170210728
0.772476532,0.999367146,0.382195172,0.55,0.561333333,0.295081756
0.851496948,0.994398966,0.965579583,0.606,0.531666667,0.468931311
0.845533886,0.790080652,0.363380824,0.56,0.348666667,0.779880431
0.813722433,0.004196263,0.02391032,0.272,0.192142857,0.309684217
0.632241223,0.155984827,0.098820662,0.542,0.511,0.478813955
0.827778159,0.997408012,0.951378338,0.775333333,0.877666667,0.775901916
0.574235269,0.998022952,0.937108565,0.824,0.773,0.848513578
0.304839257,0.025361578,0.002986268,0.168539683,0.077,0.148622572
0.477891219,0.903387447,0.493629176,0.612440293,0.4827,0.77040629
0.465830355,0.005796721,0.008252021,0.227666667,0.1395,0.190719876
0.518252548,0.840045199,0.029655436,0.292,0.328,0.148515049
0.945713612,0.978055687,0.903698201,0.976666667,0.959532112,0.865919197
0.841681581,0.029469732,0.107651565,0.5148,0.417333333,0.376631203
0.907876106,0.956925404,0.962190952,0.8736,0.871190476,0.829015342
0.714965134,0.999896656,0.998613317,0.992,1,0.882216346
0.313302196,0.913344503,0.595437152,0.6966,0.895233333,0.595223283
0.866465623,0.999306441,0.992350938,0.804,0.934,0.798998695
0.776310492,0.719061846,0.873073508,0.907833333,0.878166667,0.8331035
0.021514532,0.016443572,0.020420541,0.114285714,0.035666667,0.096062789
0.841991243,0.449276453,0.836323063,0.822,0.783333333,0.851297243
0.246902903,0.084664927,0.241131797,0.166666667,0.125538095,0.629975482
0.523662923,0.958731657,0.88093603,0.806,0.8395,0.807621525
0.618186615,0.999228759,0.984987986,0.909,0.979,0.838694981
0.631020195,0.999236689,0.974826365,0.81,0.829,0.895234674
0.367890495,0.913845782,0.506200737,0.361433333,0.253844322,0.451272657
0.363344851,0.293982868,0.1136795,0.237991026,0.117346864,0.493075203
0.557145147,0.005020115,0.118690345,0.328,0.284,0.240324633
0.859430838,0.991861428,0.866235597,0.750666667,0.891,0.835721495
0.811889988,0.075127803,0.592984389,0.5295,0.351,0.753636232
0.853310131,0.999917175,0.99883433,0.978,0.996,0.8820065
0.915726394,0.98838348,0.987565547,0.881,0.858311111,0.869573276
0.531067756,0.990566533,0.840355426,0.598,0.758,0.810751494
0.048926335,0.000684069,0.011929989,0.423333333,0.287461819,0.340342087
0.621854424,0.098670472,0.949040731,0.744,0.832,0.710947714
0.819648722,0.010880582,0.896689686,0.44,0.432,0.221805185
0.928483694,0.873600613,0.391806767,0.72,0.854,0.82014348
0.637711836,0.119019574,0.91740967,0.644215835,0.601145989,0.619538406
0.848174551,0.815802609,0.810677448,0.589,0.4744,0.806819519
0.847783118,0.909357835,0.285520978,0.4045,0.383933333,0.429085843
0.141521953,0.013254621,0.020728726,0.1539,0.063485714,0.114598275
0.601066861,0.691569391,0.511102641,0.544,0.5748,0.714432256
0.797286613,0.964473941,0.191832784,0.814285714,0.742047619,0.73222478
0.98150577,0.998657805,0.982618156,0.908833333,0.9326,0.875240212
0.49242779,0.015402424,0.128556149,0.249,0.173555556,0.357969925
0.93027417,0.991573771,0.94921869,0.7076,0.679,0.749333112
0.955068541,0.823685578,0.984465023,0.7918,0.793,0.81125336
0.99488452,0.998559359,0.980189461,0.96,0.982666667,0.874842974
0.057843385,0.000172081,0.004532723,0.016,0.004,0.099207903
0.2294208,0.990206103,0.951265259,0.87,0.966,0.78108251
0.212110929,0.017266046,0.352662414,0.236,0.228,0.446875711
0.041185386,0.006133761,0.085647233,0.116,0.077504274,0.135060742
0.780552473,0.005154286,0.000416162,0.05,0.006,0.198222838
0.97627994,0.974139776,0.820898926,0.912016667,0.94765873,0.859801334
0.64722641,0.996230279,0.860681024,0.902,0.875,0.87662596
0.578667739,0.008008465,0.095070353,0.374,0.25547619,0.710307689
0.584899155,0.113624546,0.207773397,0.422,0.421,0.39232806
0.902977852,0.002182559,0.049579608,0.312,0.246,0.352655696
0.751972177,0.446642947,0.859474819,0.719,0.845,0.777636955
0.810383518,0.999799944,0.974391082,0.924,0.959,0.891447787
0.482925768,0.819274382,0.573478581,0.354333333,0.364754902,0.314283963
0.433054004,0.544674607,0.103461,0.214,0.232,0.174426715
0.101305398,0.811493169,0.31900794,0.366,0.398,0.440564615
0.575768648,0.157965379,0.748993441,0.3125,0.349,0.242483907
0.868544585,0.934350788,0.973050006,0.752333333,0.7535,0.738795486
0.561448967,0.998337563,0.985019673,0.892,0.914,0.738452232
0.923705441,0.73657645,0.98605051,0.724,0.756,0.830551878
0.151667112,0.003020847,0.230309023,0.2992,0.379,0.220058112
0.94849537,0.994993751,0.823681635,0.834,0.926,0.791917871
0.689007856,0.730097114,0.99940049,0.77,0.65,0.832845924
0.193022211,0.026532737,0.126268603,0.198,0.273,0.130642946
0.933824885,0.999825319,0.966180122,0.754,0.874,0.717516315
0.857871762,0.980295279,0.967263026,0.612,0.220266667,0.858070331
0.62832243,0.996867,0.98005171,0.92,0.922,0.878699531
0.040190517,0.325932174,0.669445041,0.5353,0.634,0.395856296
0.024612317,0.001878399,0.006537853,0.037333333,0.033222222,0.141325418
0.422974007,0.293243549,0.06855623,0.27,0.363,0.236002076
0.071542522,0.310468418,0.469537948,0.23,0.177,0.134184643
0.643862244,0.999062843,0.978784097,0.454,0.611,0.316731655
0.597863575,0.9811481,0.515499147,0.734,0.807333333,0.728518642
0.294112368,0.560993839,0.97010961,0.804,0.822,0.696606424
0.569818204,0.391466211,0.595932953,0.448433333,0.39332381,0.479206633
0.946441981,0.993074942,0.991457831,0.974,0.996,0.86505503
0.720376098,0.999771551,0.873568964,0.742,0.906,0.780967717
0.756823776,0.994650788,0.570490037,0.9195,0.955888889,0.816084133
0.208105959,0.880722488,0.905496095,0.942,0.9592,0.792666908
0.371266352,0.088267015,0.022870739,0.424,0.445,0.298988546
0.797723907,0.967849278,0.976083626,0.604,0.795,0.692624958
0.716427025,0.005715547,0.026692163,0.316,0.423,0.2771343
0.0967597,0.331897671,0.146064157,0.298392157,0.283133333,0.228144062
0.050473795,0.118464043,0.00202799,0.328573593,0.180066667,0.353116639
0.985563799,0.14109693,0.919741081,0.744,0.63,0.836618616
0.971688704,0.999993188,0.972198224,0.846,0.882,0.861001521
0.466584859,0.105732604,0.043434571,0.247,0.259,0.21284693
0.711346897,0.997880082,0.892686451,0.63,0.745,0.634037797
0.293238846,0.011524647,0.13311464,0.272666667,0.224,0.280758378
0.732531728,0.874710144,0.793082266,0.649,0.890666667,0.368650813
0.759236647,0.003011834,0.014613577,0.162,0.052,0.156689823
0.704617361,0.891048435,0.494726702,0.61,0.574,0.739178414
0.901260013,0.995076476,0.68165334,0.7978,0.837420635,0.759451939
0.604414254,0.140095156,0.319208053,0.445,0.439,0.370220668
0.17084836,0.064205991,0.217729271,0.158593939,0.096607038,0.176450204
0.111395183,0.272043523,0.780199409,0.368,0.358,0.240824387
0.268553946,0.00104407,0.014833781,0.13,0.119733333,0.117926696
0.152125837,0.014810102,0.022596337,0.26,0.211,0.154174649
0.527294395,0.947830271,0.518825221,0.667916667,0.657534921,0.703082339
0.601824879,0.000547012,0.052993304,0.565,0.48125,0.321777645
0.550761821,0.944724338,0.650936246,0.6388,0.599495238,0.790146028
0.729469612,0.988417514,0.990700728,0.788,0.887,0.796505575
0.158790348,0.204489956,0.094312616,0.266,0.186,0.172230254
0.445682236,0.957049495,0.879958535,0.742,0.872,0.593382678
0.125878617,0.2522091,0.477926699,0.395555556,0.328788889,0.588489008
0.860520928,0.0779659,0.598037768,0.823333333,0.73,0.850161806
0.418899731,0.4110312,0.204916733,0.294666667,0.28,0.449639791
0.531067756,0.999765588,0.981541641,0.782,0.826,0.739165353
0.842468219,0.999856373,0.991489247,0.936,0.964,0.89741448
0.538358106,0.395274124,0.468858826,0.402666667,0.439666667,0.337982669
0.735573849,0.145977856,0.952661003,0.69,0.695,0.615927217
0.813117426,0.360043466,0.55084189,0.399590476,0.366620579,0.31943888
0.506185611,0.032799364,0.005792742,0.11,0.02825,0.185473259
0.376257088,0.225112696,0.596900727,0.2586,0.246333333,0.236818965
0.800811239,0.98101276,0.895315271,0.698666667,0.7447,0.869954409
0.647502963,0.016060019,0.000155439,0.352,0.407,0.188131493
0.753012279,0.565226582,0.830979524,0.70194418,0.688782514,0.725713517
0.709153423,0.991819636,0.965358676,0.646,0.79,0.618252654
0.58313219,0.726036498,0.75128123,0.629428571,0.832266667,0.635550222
0.870137578,0.975273224,0.891040202,0.909333333,0.9215,0.798169186
0.591959314,0.99575669,0.970209583,0.699985714,0.740666667,0.767111695
0.495852887,0.779131626,0.388289185,0.485666667,0.443554622,0.638067276
0.360350634,0.274523978,0.97335601,0.624,0.686,0.82075152
0.874171572,0.99961108,0.993295103,0.743,0.798,0.763184912
0.739380989,0.994765145,0.896868432,0.941,0.959568182,0.865553738
0.90985699,0.837602423,0.943622351,0.91,0.780619048,0.852148529
0.569195614,0.963754186,0.564033308,0.571792308,0.754418148,0.447142929
0.626261159,0.068674876,0.061477791,0.322666667,0.106,0.298355657
0.050057168,0.013046541,0.023285694,0.162,0.166622222,0.171588157
0.676832229,0.985758955,0.986308081,0.63,0.700666667,0.540410141
0.645193765,0.982015324,0.85148683,0.652,0.609,0.827690008
0.854039199,0.825529452,0.7788836,0.844,0.659166667,0.842347238
0.194067371,0.055273339,0.211603793,0.526,0.474,0.447002936
0.960722435,0.946791085,0.998880315,0.951666667,0.974,0.850816475
0.153650541,0.789990034,0.108348459,0.601833333,0.575785714,0.326714141
0.626261159,0.971129772,0.603936349,0.48,0.431,0.433744111
0.972235694,0.999834635,0.933604988,0.974,0.992,0.892848841
0.840027495,0.990608177,0.937275769,0.8196,0.946,0.765671957
0.376733048,0.054097053,0.137671203,0.292,0.2864,0.236666865
0.416446569,9.35E-06,0.000358227,0.258333333,0.174533333,0.145493768
0.010350825,0.000635384,0.020209473,0.25,0.153,0.170374127
0.924999412,0.988995639,0.986592032,0.883555556,0.959277939,0.846060836
0.862867907,0.071813897,0.000138586,0.252,0.208,0.178033076
0.497122019,0.668965805,0.008344601,0.292,0.287666667,0.323504887
0.303174274,0.551040431,0.079024938,0.504,0.489,0.544360785
0.818948126,0.15143215,0.016654659,0.21,0.08,0.228990184
0.69237827,0.225279635,0.209014241,0.175,0.196666667,0.219951011
0.964966226,0.981100497,0.986370119,0.936,0.991314286,0.863962138
0.391497378,0.0044813,0.086116655,0.26,0.232,0.222277081
0.218143879,0.920852944,0.296078061,0.517166667,0.523495887,0.709065983
0.018845554,0.018607717,0.064826898,0.124,0.076166667,0.20376003
0.944640179,0.995238225,0.939883037,0.884,0.806,0.863751905
0.89422265,0.833406282,0.805805884,0.712,0.889,0.596844882
0.230881437,0.003420412,0.003852653,0.086507937,0.060335684,0.118890792
0.375058164,0.009496289,0.052834702,0.138,0.10988951,0.179068533
0.718233626,0.98772945,0.933418669,0.754166667,0.820233333,0.862659731
0.785324153,0.618849658,0.974784163,0.605166667,0.588,0.744696207
0.39941695,0.078245459,0.033619187,0.263333333,0.222,0.365078964
0.565104836,0.882443861,0.016434859,0.274,0.322,0.159297304
0.245908769,0.877690938,0.785113788,0.426,0.642,0.315848837
0.325298591,0.653456076,0.265199166,0.307333333,0.307666667,0.250753333
0.825599759,0.991215757,0.935124368,0.7185,0.642,0.866061284
0.669870943,0.062728047,0.018259204,0.324,0.192,0.459147695
0.054635112,0.000388446,0.001494726,0.178409091,0.039203546,0.138117932
0.871703449,0.344462121,0.97705363,0.554,0.677,0.593509826
0.805698358,0.859980296,0.942311478,0.764,0.876,0.831127231
0.98776517,0.998923371,0.996513793,0.872307692,0.919239683,0.806402982
0.850693278,0.986088653,0.903835128,0.801,0.778666667,0.7939632
0.656961466,0.020171123,0.008506048,0.481333333,0.477,0.684810191
0.337101463,0.070184748,0.10805227,0.422,0.278,0.439065813
0.161722371,0.085769264,0.116512102,0.228,0.0728,0.25686897
0.318488334,0.411720513,0.191714191,0.284333333,0.294439394,0.199366544
0.166545231,0.000127328,0.038636777,0.064,0.012,0.110764174
0.656044488,0.760858551,0.999622658,0.821333333,0.803,0.826693685
0.561597723,0.75585521,0.273846389,0.455233333,0.374053102,0.497198588
0.504123949,0.212406361,0.339025205,0.5596,0.53,0.431997826
0.58593697,1.05E-05,0.019884737,0.212,0.072,0.325766936
0.645952547,0.913305921,0.911814152,0.526745262,0.625079715,0.648092864
0.752153079,0.846381833,0.735899885,0.73945974,0.698753968,0.810071717
0.202576685,0.004208249,0.12660315,0.531333333,0.408315476,0.32120733
0.230878064,0.908090154,0.991770632,0.708,0.676,0.828213689
0.99096665,0.372456214,0.752852667,0.56,0.401833333,0.759296918
0.5591136,0.001811672,0.037947512,0.337333333,0.324,0.445687979
0.879564077,0.155611451,0.869901952,0.678,0.751,0.832040947
0.74429808,0.84900124,0.776745864,0.654571429,0.586,0.382309707
0.27224146,0.079570263,0.089196754,0.16765,0.11252381,0.158412756
0.267982094,0.060658994,0.191989465,0.251,0.060633333,0.606714533
0.070781005,0.999434013,0.644891052,0.694,0.758,0.824012987
0.122382688,0.907603262,0.336808813,0.584,0.536833333,0.362843459
0.436102483,0.001752101,0.073762396,0.176,0.172,0.124092805
0.168248564,0.103300091,0.121892306,0.403333333,0.217666667,0.334947358
0.852744142,0.987567594,0.799469414,0.934733333,0.962777778,0.839578016
0.92338341,0.977598405,0.994227761,0.988,0.998,0.886555313
0.626261159,0.704912926,0.657344685,0.78,0.836,0.798378437
0.82812573,0.999551483,0.994147766,0.849,0.908,0.831640028
0.673773934,0.983499485,0.154920593,0.495238095,0.408,0.274044471
0.655590156,0.464801117,0.046952258,0.606,0.620833333,0.722295914
0.380728576,0.056599386,0.044303115,0.1204,0.066333333,0.165805154
0.150577691,0.018385302,0.013697511,0.1348,0.048,0.176310645
0.27460403,0.488589572,0.014009356,0.468,0.703,0.387811497
0.180303928,0.001759628,0.030834893,0.17,0.15365,0.173564088
0.689544471,0.999931781,0.995933381,0.932,0.911,0.887133991
0.297347983,0.00783637,0.017273249,0.193,0.073,0.172452971
0.952238392,0.992300223,0.975632813,0.686,0.726333333,0.660587562
0.532287442,0.999932216,0.983264919,0.796,0.778,0.837751659
0.071019305,0.325448185,0.076364123,0.127653846,0.081233333,0.206858691
0.304992785,0.001502403,0.048596005,0.336142857,0.336,0.238253414
0.799417319,0.999439012,0.999715748,0.92,0.970666667,0.906216033
0.044876065,0.010135676,0.021135963,0.298,0.265,0.227080815
0.586403966,0.386865487,0.881906155,0.422,0.528,0.618702535
0.321286251,0.037334089,0.058352323,0.386598413,0.238977277,0.560853178
0.847097605,0.71178814,0.768395738,0.856,0.889683333,0.70891173
0.128673128,0.03792029,0.116633805,0.36,0.223466667,0.281959887
0.421289061,0.994663629,0.106008345,0.55,0.46,0.550297349
0.960904249,0.026973872,0.165953328,0.377333333,0.252,0.42496328
0.737915948,0.992785293,0.994255301,0.818666667,0.866,0.807640216
0.50019596,0.977970567,0.945636933,0.756,0.756833333,0.839526984
0.925525759,0.980976683,0.943026159,0.755,0.758,0.815182711
0.574418999,0.041095911,0.02446439,0.308,0.356,0.150864142
0.410480851,0.562236956,0.918550143,0.716,0.76,0.752978927
0.06448692,0.025565686,0.122054287,0.414666667,0.368916667,0.229880214
0.58960466,0.040923467,0.391095693,0.5056,0.345666667,0.534805783
0.701258768,0.994336496,0.905092644,0.67,0.683083333,0.816569286
0.566473499,0.432963535,0.609637806,0.490666667,0.551747619,0.56941608
0.790947238,0.805188577,0.788945812,0.759,0.686111111,0.865172524
0.839504567,0.641169523,0.779211047,0.784444444,0.851,0.708320471
0.109266747,0.961685118,0.589638383,0.755,0.759666667,0.780247189
0.985590231,0.801034786,0.781095842,0.776666667,0.758,0.773834771
0.478887264,0.936351463,0.279568951,0.671,0.544,0.716346768
0.509254397,0.003295038,0.03844239,0.604,0.267,0.574948728
0.223909829,0.032373101,0.685973924,0.548,0.656,0.493418033
0.01563776,0.000427432,0.009022054,0.215,0.067,0.151653664
0.508360733,0.999949557,0.816845185,0.758,0.868,0.854351721
0.966046237,0.991919808,0.906689859,0.9,0.932,0.875442758
0.307652936,0.009392172,0.153760693,0.235333333,0.144333333,0.278099127
0.6644841,0.930565528,0.346227987,0.545333333,0.4676,0.489763284
0.974001417,0.983307289,0.991812779,0.767333333,0.769,0.801382238
0.707735703,0.990910839,0.970052873,0.9795,0.983714286,0.881272158
0.132604629,0.002856713,0.145602273,0.146,0.27,0.201600615
0.612751586,0.931833556,0.388530622,0.454,0.388,0.658370425
0.737206966,0.954030849,0.700253848,0.70445,0.875975758,0.705021656
0.084138504,0.004442438,0.027323567,0.119333333,0.201,0.118634236
0.990313695,0.999974437,0.998744877,0.976,0.982,0.885535242
0.816470348,0.455222908,0.854754207,0.424,0.51,0.56018526
0.840006009,0.999718683,0.999050775,0.98,0.998,0.879858304
0.388280124,0.991874315,0.943723319,0.808,0.8488,0.706672395
0.478727955,0.85830231,0.414941017,0.428,0.496666667,0.232223933
0.872770004,0.580285555,0.44662145,0.624666667,0.638384615,0.743490086
0.853310131,0.999983921,0.999821788,0.97,0.99,0.866807927
0.28153475,0.001278735,0.001430887,0.336,0.461,0.345268561
0.784841617,0.857784683,0.858950606,0.872284848,0.974366667,0.508202211
0.962521702,0.978002974,0.876336108,0.697,0.824,0.621891542
0.982357127,0.997437812,0.86790322,0.884,0.897166667,0.835764763
0.717112375,0.988386891,0.857293173,0.879272727,0.908333333,0.868120625
0.337103306,0.01198438,0.001191504,0.098,0.03,0.154287282
0.126176842,0.205910961,0.071243729,0.074288889,0.106042857,0.122848832
0.396255845,0.955666988,0.686004243,0.766333333,0.836380952,0.758219586
0.197337351,0.17431374,0.179404861,0.392,0.4055,0.578654721
0.523213176,0.997676124,0.97701798,0.684,0.671,0.838294393
0.60615104,0.72902065,0.626434405,0.712,0.844,0.670616584
0.689007856,0.999886722,0.999108957,0.868,0.758,0.891460637
0.475553799,0.043382269,0.184010939,0.2835,0.13,0.454591379
0.709216411,0.103188078,0.732121025,0.81,0.78,0.850356331
0.109105451,0.004575322,0.083099032,0.306,0.234,0.224757357
0.920171836,0.903675494,0.921740114,0.714,0.674866667,0.777706622
0.541560029,0.370768505,0.514887943,0.74605,0.700683983,0.412331945
0.886275779,0.999414931,0.997048366,0.796,0.8,0.669345969
0.194853899,0.008736931,0.015055413,0.054,0.036,0.145561648
0.878580579,0.797652781,0.991915605,0.883190476,0.919928415,0.835648083
0.961188178,0.990257231,0.254015915,0.8445,0.685666667,0.817641191
0.814858337,0.943759005,0.797682327,0.38,0.453166667,0.297600178
0.497110374,0.985827297,0.874965278,0.616,0.714,0.521845452
0.569348422,0.981452212,0.89921954,0.709,0.792,0.601250302
0.572919994,0.990198977,0.973395418,0.648,0.698,0.774884922
0.508360733,0.664121049,0.258889238,0.428,0.46,0.500190625
0.742232309,0.984264117,0.980173649,0.877,0.886666667,0.769633437
0.162273329,0.005383835,0.073184511,0.182,0.075,0.223839524
0.531067756,0.902944197,0.951791629,0.622,0.778,0.782356783
0.711514686,0.081755803,0.015375838,0.356666667,0.422,0.218041697
0.989805618,0.996467104,0.96034516,0.978,0.97,0.907908986
0.985951507,0.053442811,0.332713899,0.716,0.713,0.757854988
0.043752749,0.010233154,0.094941578,0.1493,0.074134454,0.154119027
0.906513106,0.998077848,0.858622467,0.895547619,0.94028219,0.818594867
0.091656368,0.001621072,0.012854764,0.126,0.045,0.169724953
0.605948636,0.125627203,0.577393587,0.462,0.586,0.338697645
0.140376702,0.002903413,0.014177126,0.186,0.135666667,0.173210406
0.760707552,0.851871383,0.697607205,0.681714286,0.822,0.842338933
0.541890592,0.825359289,0.933861446,0.69,0.766,0.67288168
0.260725454,0.461824765,0.421301257,0.5165,0.563766667,0.554200031
0.037239361,0.010390991,0.020895756,0.032,0.014,0.121545479
0.310485855,0.000200384,0.132309916,0.118,0.128,0.15248732
0.560601936,0.948704514,0.92261931,0.7675,0.831,0.847760169
0.95628353,0.999788988,0.881129084,0.971674603,0.996107225,0.891955811
0.051308915,0.082890731,0.092413069,0.292625,0.263890476,0.436298884
0.375356464,0.287829935,0.553467456,0.608066667,0.762666667,0.496713326
0.614753808,0.721142573,0.124392969,0.54375,0.526333333,0.525339276
0.626261159,0.908767281,0.995944629,0.694,0.846956522,0.767705392
0.187486638,0.778619011,0.643140941,0.726,0.894,0.591288611
0.596438474,0.990209648,0.983424708,0.82,0.8485,0.778078508
0.08911779,0.037310675,0.022989085,0.3,0.329,0.233256021
0.656961466,0.860470623,0.992063906,0.798,0.879333333,0.825527066
0.083802274,0.021052622,0.312599029,0.294,0.292,0.211894155
0.630314882,0.806043699,0.64991077,0.668,0.847666667,0.800405393
0.540612987,0.079677972,0.282592306,0.834,0.773266667,0.835229732
0.142607048,0.034393031,0.029067921,0.243844444,0.13026815,0.165115943
0.58527963,0.71098339,0.758712718,0.579,0.549,0.783346535
0.86351865,0.923070129,0.881912584,0.9245,0.966547619,0.880570069
0.213320442,0.901951112,0.956907789,0.575,0.5525,0.703691514
0.023350491,0.002257491,0.034419942,0.125166667,0.094833333,0.174787654
0.976802981,0.983093913,0.919724549,0.876,0.8625,0.81475876
0.51567298,0.798384655,0.924109339,0.73,0.767,0.672901643
0.460865142,0.002996407,0.003187647,0.274666667,0.324666667,0.129427246
0.769245065,0.944395124,0.989211067,0.642,0.721,0.69353042
0.034714619,0.06036077,0.075399568,0.086938528,0.087868254,0.118856529
0.423615227,8.90E-05,0.007656422,0.09,0.148,0.109340396
0.821937883,0.954867136,0.830112358,0.667885714,0.7845,0.793000699
0.117112765,0.004112818,0.014141312,0.166,0.087,0.179466864
0.472520106,0.011839376,0.022230817,0.387,0.33,0.300630632
0.587459087,0.625848993,0.987950155,0.831,0.893,0.794935615
0.084321398,0.111892029,0.245603447,0.169333333,0.049,0.134641632
0.877441473,0.999978044,0.946982675,0.859,0.893,0.805164346
0.834644974,0.404160223,0.956753801,0.5342,0.497333333,0.741675188
0.711654009,0.981667685,0.931188895,0.99,0.996,0.870306128
0.53419306,0.891388505,0.880864301,0.673333333,0.682,0.688180648
0.995820192,0.9994346,0.97785323,0.9676,0.960780952,0.897382635
0.505097984,0.970697707,0.762376824,0.622,0.842,0.329843128
0.367184919,0.154526203,0.178928128,0.212,0.218,0.194887632
0.676613641,0.706358242,0.451729677,0.459714286,0.531333333,0.673217058
0.328712613,0.081646209,0.298305794,0.305,0.345,0.261724455
0.022007933,0.000409048,0.004712641,0.126177778,0.052696721,0.104395995
0.208121248,0.499212595,0.735854082,0.732,0.789,0.739870911
0.723626673,0.989089777,0.962113519,0.832,0.938,0.680620767
0.860935908,0.735667396,0.589312531,0.4195,0.3625,0.246536403
0.998433776,0.988893312,0.911224478,0.965,0.972133333,0.890215263
0.803809086,0.99903867,0.99155854,0.93,0.924,0.89700896
0.447447246,0.985698476,0.821285507,0.5984,0.613066667,0.691736097
0.751972208,0.995272802,0.987467889,0.938,0.982,0.838284466
0.52623162,0.120127383,0.454286177,0.251933333,0.306,0.302658442
0.941915726,0.847081766,0.877419861,0.906833333,0.922444444,0.836473908
0.599187316,0.395664839,0.830131009,0.556095238,0.539080952,0.617773511
0.84419613,0.948173565,0.930918819,0.483295238,0.206325974,0.753725585
0.9013866,0.999861482,0.764876478,0.8595,0.955,0.70987052
0.018566045,0.00175423,0.012266356,0.1196,0.048852814,0.12169944
0.989600426,0.993543119,0.959149597,0.982,0.984,0.907908986
0.891432721,0.997032744,0.97972272,0.852,0.968,0.861151065
0.33545951,0.030827619,0.219193055,0.67,0.575,0.829225951
0.072313106,0.000242845,0.017251598,0.0185,0.004,0.108381005
0.97150216,0.995656801,0.85895103,0.912,0.988,0.868748635
0.61422333,0.972229137,0.515540802,0.499,0.465866667,0.313038537
