D1,D2,D3
0.221,0.175666667,0.171917127
0.4925,0.599,0.32200456
0.74,0.81,0.766542495
0.782,0.874,0.728470643
0.454333333,0.401373016,0.44873535
0.982,0.997,0.863617781
0.6915,0.928,0.704506668
0.902,0.954833333,0.847191899
0.928666667,0.970833333,0.79324237
0.442,0.442,0.325664699
0.598,0.7868,0.793401155
0.340666667,0.382333333,0.253460186
0.3299,0.26170101,0.217673118
0.330225641,0.212871429,0.434429369
0.791333333,0.654333333,0.857501774
0.836,0.839,0.858936813
0.212,0.246,0.223301836
0.676,0.805666667,0.608296321
0.312666667,0.276,0.259397829
0.608066667,0.886,0.319870235
0.168,0.05,0.114142734
0.612,0.597,0.783709799
0.802884211,0.878581395,0.757703311
0.436,0.4004,0.337911733
0.131,0.059671264,0.177048975
0.304,0.403,0.254487446
0.146,0.123785714,0.130238377
0.292,0.217,0.143905143
0.670857143,0.643704845,0.761731084
0.581666667,0.491,0.225743493
0.550519048,0.537542929,0.806692626
0.786,0.918,0.757841677
0.308,0.1425,0.236208187
0.724,0.898,0.708312983
0.313833333,0.332,0.522634579
0.821333333,0.713666667,0.836431047
0.3,0.307,0.41130872
0.776,0.834,0.711428237
0.924,0.966,0.897413353
0.382,0.435,0.327970507
0.679,0.723,0.559257794
0.370333333,0.324015873,0.248999409
0.085,0.029,0.175088834
0.243,0.277,0.255276334
0.688333333,0.778933333,0.822139076
0.344,0.404,0.141366714
0.680641321,0.698035933,0.721300757
0.612,0.794,0.626623503
0.604277778,0.829266667,0.616734977
0.898333333,0.899666667,0.796145372
0.726733333,0.672142857,0.749801028
0.50625,0.437366667,0.560732742
0.646333333,0.705666667,0.748414974
0.698333333,0.776,0.756710834
0.916,0.9521,0.837099901
0.8549,0.82,0.857566631
0.595666667,0.702878776,0.464142802
0.332,0.114,0.280124379
0.180985663,0.143411594,0.18840082
0.672,0.672,0.589303588
0.67,0.559333333,0.805383706
0.884666667,0.705333333,0.85025437
0.492,0.517,0.42386064
0.9635,0.983,0.841444879
0.553533333,0.624833333,0.334115604
0.438,0.432,0.481061816
0.984,0.996,0.891023711
0.842,0.9415,0.816342911
0.276,0.345,0.210183746
0.260666667,0.172460606,0.135890463
0.196,0.158,0.173506569
0.885166667,0.971677765,0.844968686
0.25,0.174,0.11824019
0.252181818,0.287166667,0.362561537
0.466,0.465,0.681570032
0.227,0.106,0.216689208
0.187357143,0.19852381,0.216173893
0.9481,0.988555556,0.865268445
0.26,0.213,0.219864072
0.50039697,0.515480952,0.693636226
0.142,0.062,0.227176969
0.887888889,0.85152,0.844627293
0.688,0.8722,0.588428178
0.079166667,0.057007937,0.09827492
0.132,0.107848485,0.187035911
0.773,0.838777778,0.879897098
0.614666667,0.643,0.745792044
0.256,0.17,0.35635398
0.255333333,0.339,0.157590674
0.430166667,0.631,0.376218615
0.294,0.294666667,0.257677452
0.736,0.683,0.85494269
0.276,0.19,0.539793961
0.131166667,0.05347619,0.142101172
0.608,0.64,0.364854175
0.774,0.878,0.815893684
0.903666667,0.924660317,0.830942555
0.773,0.793,0.830161806
0.462071429,0.497,0.663128206
0.436,0.298,0.33031266
0.176,0.078666667,0.273076711
0.310066667,0.301888889,0.213690226
0.046,0.016,0.116811454
0.772,0.779,0.839565864
0.465683333,0.392707556,0.469451863
0.519333333,0.508,0.414841819
0.152,0.05,0.316213823
0.506133779,0.621548049,0.681291053
0.757333333,0.699237815,0.799080497
0.5324,0.393,0.339802547
0.754,0.653,0.843566838
0.615,0.3705,0.763753438
0.31,0.29,0.420734953
0.6955,0.748,0.83363746
0.653333333,0.594916667,0.360588802
0.185666667,0.108228378,0.161934238
0.278466667,0.076419048,0.722471818
0.688,0.758,0.826996109
0.554,0.549,0.426121307
0.166,0.218,0.141100252
0.394666667,0.225,0.333253869
0.934,0.953697475,0.816393307
0.974,0.998,0.904540978
0.755,0.836,0.795808439
0.84,0.877333333,0.855258262
0.518,0.351,0.373798053
0.606,0.544,0.7216768
0.121166667,0.064,0.144408756
0.124,0.046,0.176836637
0.494,0.696,0.260771792
0.19169697,0.139,0.183061599
0.934,0.9045,0.861961522
0.222,0.102,0.213106422
0.673,0.762,0.730838799
0.806,0.722,0.824327327
0.126285714,0.092,0.209336637
0.332,0.39,0.178207731
0.914,0.96,0.910265515
0.296,0.333833333,0.152239447
0.464,0.546,0.64966235
0.355466667,0.180459173,0.533680856
0.884,0.865611111,0.649257875
0.369333333,0.1966,0.339906514
0.532,0.496,0.606663369
0.363,0.283333333,0.560667132
0.836,0.884,0.825178422
0.809,0.759428571,0.823968054
0.756666667,0.797333333,0.862743912
0.326,0.354,0.123370539
0.714,0.724,0.809267539
0.412833333,0.381785714,0.230632637
0.507666667,0.336666667,0.530334012
0.618,0.648833333,0.818453864
0.5295,0.533030952,0.567975076
0.763,0.693,0.846385309
0.8105,0.831727273,0.769135471
0.716133333,0.7535,0.723212529
0.81,0.758,0.77741054
0.636,0.512,0.652824063
0.530666667,0.266,0.516428463
0.556,0.692333333,0.560211869
0.173,0.06,0.173291162
0.73,0.844,0.840556834
0.882,0.908,0.888613682
0.242,0.144,0.279313808
0.597,0.41,0.547466697
0.758,0.781333333,0.82829391
0.9815,0.978047619,0.882303591
0.158,0.265,0.186580572
0.448,0.462333333,0.756780843
0.712633333,0.867632576,0.70820102
0.151,0.249,0.102096261
0.982,0.986,0.894200284
0.434,0.45,0.762104192
0.98,0.99,0.869858164
0.808,0.844,0.673699089
0.44,0.547,0.205489852
0.637,0.631,0.738258451
0.974,0.992,0.885193231
0.318,0.422,0.289310737
0.881357143,0.9711,0.533418291
0.705666667,0.806333333,0.753660074
0.866666667,0.893833333,0.824082389
0.914166667,0.8903,0.853355445
0.104,0.034,0.17871766
0.073177778,0.128185714,0.128526228
0.784133333,0.826466667,0.769717604
0.399928571,0.37,0.630719296
0.715333333,0.722,0.856527996
0.688,0.83,0.610199225
0.873,0.754,0.844975842
0.274,0.117,0.427748532
0.711666667,0.744,0.841899565
0.277,0.2415,0.229537858
0.734,0.670333333,0.804138982
0.74275,0.701666667,0.411609852
0.746,0.776666667,0.750334967
0.056,0.032,0.12739619
0.894533333,0.932383381,0.79525627
0.83,0.701333333,0.860741471
0.3844,0.405666667,0.262106557
0.564,0.745,0.598706509
0.706666667,0.798,0.318876388
0.684,0.717333333,0.660554849
0.478,0.478,0.495985227
0.865818182,0.886,0.780994849
0.166,0.084,0.226983187
0.616666667,0.798,0.705441467
0.339,0.3865,0.158105007
0.982,0.974,0.903273368
0.767,0.682333333,0.740611123
0.140571429,0.081277778,0.141516634
0.901527778,0.928963203,0.83048045
0.082,0.05,0.153798736
0.488333333,0.602,0.320211299
0.1962,0.174666667,0.135435327
0.712666667,0.781287179,0.845987913
0.7095,0.804,0.77317428
0.5125,0.571556818,0.461660821
0.026,0.008294872,0.111302759
0.112,0.102,0.163855568
0.774,0.867333333,0.799763421
0.964120879,0.996504274,0.882109329
0.283,0.256083333,0.298403728
0.6295,0.759,0.562860841
0.59,0.5091,0.503678212
0.712,0.826,0.831705343
0.685333333,0.89,0.625306051
0.848166667,0.8245,0.810558424
0.258,0.314,0.209040846
0.832,0.89,0.772084515
0.316,0.238,0.171449646
0.761,0.854,0.745015114
0.87,0.759333333,0.842313622
0.248685714,0.136666667,0.164790623
0.550666667,0.539833333,0.808313192
0.929,0.955933333,0.872883289
0.568,0.593666667,0.661396993
0.132666667,0.088857143,0.212663063
0.87,0.861142857,0.806406421
0.688,0.808,0.588940227
0.29,0.316,0.150785596
0.642,0.73,0.693553388
0.098461538,0.089054978,0.126659283
0.094666667,0.112,0.120447447
0.692666667,0.770666667,0.743887007
0.134,0.097,0.19616086
0.406,0.343666667,0.333137502
0.851333333,0.899333333,0.790066931
0.149,0.057666667,0.121583773
0.860333333,0.877,0.78429952
0.520666667,0.512,0.801466399
0.986,0.9975,0.866462947
0.636,0.682666667,0.732619535
0.963333333,0.966511111,0.889894905
0.67,0.85,0.30985985
0.242,0.235177778,0.193464471
0.444,0.543,0.657052051
0.28,0.311,0.244790954
0.1599,0.051409091,0.105794147
0.778666667,0.786333333,0.717101133
0.814,0.93,0.768725389
0.3755,0.354,0.214906246
0.956,0.975857143,0.874792599
0.95,0.935,0.887028615
0.562133333,0.622492063,0.653721319
0.938,0.98,0.823643699
0.277,0.2508,0.320597524
0.905933333,0.941900901,0.815510566
0.552277778,0.565266667,0.611104324
0.505633333,0.196300484,0.784431731
0.879,0.964,0.724922292
0.11047619,0.035238095,0.10395469
0.978,0.99,0.906297549
0.877,0.956,0.877473633
0.68,0.582,0.824377068
0.037,0.006137931,0.101251161
0.944,0.982,0.851605871
0.51,0.456,0.48534988
0.41,0.261,0.314492728
0.728,0.818825397,0.790309227
0.622666667,0.756,0.576123973
0.98,1,0.896905337
0.538,0.43,0.639959763
0.298,0.332266667,0.308893035
0.802,0.896,0.743778773
0.599666667,0.669,0.651790505
0.728,0.73,0.585168257
0.94,0.939,0.883340593
0.879916667,0.954735714,0.80801303
0.866,0.9222,0.856884672
0.842,0.901,0.780533225
0.956,0.987,0.875012364
0.896,0.876,0.829966265
0.454,0.555,0.503629635
0.408933333,0.3973,0.233620221
0.534,0.470666667,0.562809949
0.71,0.572,0.649010589
0.852,0.792,0.786192185
0.6465,0.7525,0.724109755
0.064,0.044,0.147539186
0.974,0.982,0.90666827
0.788,0.881,0.834430405
0.434166667,0.487666667,0.259927174
0.885,0.982,0.862862274
0.900333333,0.977193506,0.865765167
0.483633333,0.639833333,0.363068026
0.172,0.048,0.196198498
0.985,1,0.89469879
0.1454,0.1665,0.454944203
0.312990476,0.358686147,0.482912987
0.5635,0.390833333,0.785468612
0.234666667,0.263,0.235414739
0.187666667,0.234,0.19893977
0.174066667,0.098,0.182504286
0.2975,0.332388889,0.614847024
0.082,0.029,0.154162271
0.976,0.9995,0.893628088
0.348,0.046,0.69341623
0.889333333,0.975333333,0.805635459
0.5976,0.642633333,0.734478125
0.414027918,0.567334967,0.462026708
0.810666667,0.728333333,0.828975837
0.439333333,0.495,0.754478791
0.69,0.757,0.770247007
0.726,0.81,0.776069688
0.518,0.54,0.716297579
0.672,0.747,0.77464095
0.362,0.35,0.228516258
0.247333333,0.149,0.267357879
0.084666667,0.01408254,0.203067604
0.912,0.957454545,0.876586565
0.472,0.7805,0.6341163
0.640333333,0.4905,0.774313094
0.647166667,0.7,0.536040319
0.512666667,0.62,0.760335945
0.6,0.599333333,0.663722149
0.778266667,0.707987302,0.864827444
0.873333333,0.927,0.881665261
0.92,0.87,0.882063644
0.682,0.667,0.640829282
0.7595,0.637,0.815065223
0.288,0.134,0.205913254
0.808,0.844,0.817685567
0.316,0.227,0.52046982
0.027,0.007961538,0.118152526
0.746,0.819333333,0.618019755
0.494,0.634,0.590493279
0.106,0.024,0.17887645
0.1235,0.085,0.250952748
0.138,0.173,0.18224739
0.976,0.953,0.902315938
0.538,0.621,0.549180278
0.430533333,0.538,0.310923479
0.592666667,0.46,0.871224313
0.986,0.986,0.902415087
0.9,0.862333333,0.88374215
0.377,0.190785024,0.201114292
0.96,0.96,0.888135475
0.68,0.74,0.436361826
0.752866667,0.7731,0.816446673
0.089333333,0.185733333,0.111066486
0.31,0.33,0.242986958
0.462,0.412,0.734002837
0.164,0.06,0.12236171
0.142,0.199,0.194240564
0.324,0.346,0.208653697
0.978,0.96061086,0.901458204
0.77,0.781333333,0.801352728
0.825,0.88,0.864345857
0.233,0.2255,0.238065154
0.694,0.886,0.556569109
0.85,0.9065,0.868969551
0.532,0.556,0.440360189
0.527333333,0.544188095,0.689979754
0.579,0.632333333,0.674548267
0.542,0.425,0.176391292
0.339333333,0.231833333,0.451084634
0.915318182,0.971,0.834555535
0.904,0.7615,0.869456802
0.386266667,0.509166667,0.615955131
0.369485714,0.188,0.325744005
0.0085,0.002,0.096697983
0.577433333,0.621247619,0.625250791
0.044,0.006,0.145009133
0.220533333,0.324824289,0.2346772
0.546,0.561,0.522802513
0.675333333,0.703333333,0.799740896
0.2076,0.0934,0.21932293
0.666,0.652,0.711468503
0.397333333,0.3765,0.195780118
0.242,0.166,0.15184562
0.834666667,0.962,0.815340347
0.942,0.998,0.88654394
0.558,0.679,0.508928024
0.9,0.9478,0.835226092
0.3549,0.358444444,0.25467783
0.5244,0.569,0.3576122
0.8464,0.7515,0.765435001
0.987111111,0.998013825,0.859163583
0.455,0.507,0.276085682
0.89,0.825,0.901287016
0.206,0.105583333,0.217570029
0.6985,0.82,0.503106255
0.666,0.8515,0.509019656
0.304,0.317333333,0.213168531
0.632,0.574,0.545394874
0.779,0.675,0.758520877
0.122333333,0.034,0.158883517
0.39402381,0.549666667,0.335951409
0.522,0.541,0.732748956
0.404,0.319,0.661787381
0.616214286,0.522333333,0.723257267
0.198349462,0.147333333,0.139853099
0.118,0.0964,0.463024753
0.376,0.399,0.165230275
0.139251082,0.07659127,0.167995787
0.701833333,0.685666667,0.739718377
0.436,0.3496,0.596644669
0.089,0.030879365,0.124907888
0.904555556,0.908157143,0.841264902
0.254,0.306,0.304542924
0.461,0.555333333,0.369705221
0.782442186,0.748980492,0.707773525
0.456285714,0.4154,0.272162791
0.87,0.912612554,0.772046881
0.068,0.019,0.128366309
0.917,0.925,0.863006665
0.89,0.962,0.852069827
0.4608,0.337,0.288244257
0.604,0.794,0.543842075
0.942,0.921,0.896690496
0.888666667,0.959333333,0.809399969
0.9,0.933133333,0.84805478
0.504,0.433,0.2885494
0.231333333,0.245,0.247467316
0.385809524,0.421236364,0.606810723
0.101666667,0.070991398,0.114786495
0.54,0.484,0.370858052
0.834,0.901666667,0.869976702
0.266,0.2575,0.167610654
0.329014286,0.386479365,0.174553891
0.220944444,0.100084416,0.123619066
0.592512821,0.3219,0.559601935
0.918,0.909,0.789146799
0.737,0.659766667,0.859424824
0.398,0.25,0.389322078
0.516,0.460333333,0.613492339
0.778666667,0.801,0.874144082
0.942,0.924,0.887997073
0.652,0.482333333,0.804519079
0.238,0.234,0.296638916
0.894,0.866666667,0.860306992
0.896,0.9016,0.881675729
0.774,0.704,0.831710376
0.504,0.658,0.679580263
0.208151515,0.214,0.185026106
0.144666667,0.055,0.125549958
0.08,0.06,0.112447974
0.264,0.316,0.188745234
0.755333333,0.9195,0.812101989
0.82,0.866,0.866936823
0.704,0.791,0.590095764
0.346,0.477,0.243086248
0.852,0.944514286,0.80037674
0.927666667,0.963,0.856340504
0.845333333,0.786666667,0.887732804
0.813416667,0.85,0.771443648
0.5095,0.5596,0.510216657
0.323333333,0.188630952,0.238125453
0.898,0.896,0.902347017
0.12,0.079,0.155177051
0.653,0.603,0.772687506
0.950333333,0.950861905,0.860097822
0.4445,0.327,0.573123666
0.842,0.783695238,0.783340406
0.816533333,0.866084524,0.852475876
0.836,0.904,0.824179472
0.576,0.7025,0.353561554
0.808,0.858,0.870640926
0.752,0.863,0.601563535
0.650666667,0.599,0.353205069
0.27541857,0.370394961,0.352717709
0.926,0.992,0.833746566
0.588571429,0.542,0.526215612
0.904,0.912,0.788692318
0.500666667,0.493,0.441992389
0.888,0.803333333,0.81561721
0.516833333,0.5162,0.310110312
0.724,0.869,0.803159189
0.788,0.781,0.611516737
0.456,0.485,0.613002123
0.3008,0.274666667,0.151477771
0.8,0.93,0.795193317
0.114,0.098,0.183429449
0.506,0.451666667,0.350692205
0.723,0.778,0.521674063
0.534,0.533,0.438776602
0.454,0.49,0.587786192
0.836,0.834,0.88731436
0.422,0.401,0.264939453
0.128,0.16,0.139672511
0.822,0.831,0.817641027
0.5873,0.392,0.514225527
0.228666667,0.475,0.178303931
0.342,0.356,0.29122329
0.323,0.261,0.202121033
0.576666667,0.62069697,0.800992003
0.932,0.876,0.886983052
0.974,0.997666667,0.879205677
0.237777778,0.112833333,0.24614498
0.745166667,0.803333333,0.772466936
0.603925,0.773709524,0.713598312
0.716643452,0.775779955,0.775785832
0.738,0.746,0.882151637
0.683706298,0.695113333,0.631560964
0.172,0.056666667,0.147446168
0.5584,0.508833333,0.441871735
0.972,0.996,0.879060792
0.368039683,0.559104762,0.127236576
0.628666667,0.818,0.347311298
0.96,0.99,0.901227879
0.244,0.339,0.125090576
0.9352,0.9804,0.852100917
0.54,0.562333333,0.564039198
0.422,0.46,0.353759805
0.614,0.619666667,0.766529673
0.275038961,0.240074459,0.194979351
0.123333333,0.063333333,0.183864514
0.654,0.736,0.73745016
0.4085,0.6889,0.229711099
0.486,0.511,0.423418867
0.487,0.4022,0.293029357
0.8041,0.701083333,0.813044885
0.876,0.857333333,0.842911912
0.89,0.954,0.851348349
0.856,0.834,0.858630095
0.918,0.911,0.850972071
0.39,0.411,0.439779839
0.3524,0.462833333,0.299870737
0.808,0.672,0.880651728
0.529833333,0.373666667,0.526206958
0.09,0.04,0.273169593
0.986,0.991,0.878932193
0.95,0.98,0.878028009
0.162,0.071,0.256000727
0.375,0.37,0.33106015
0.2185,0.157,0.225369668
0.58,0.6175,0.748968316
0.789333333,0.78320303,0.825800208
0.96,0.957333333,0.891458135
0.914,0.872333333,0.89857866
0.782,0.723,0.797085882
0.797777778,0.890333333,0.848500385
0.058666667,0.032733333,0.155998593
0.824,0.737336735,0.845153084
0.954,0.945166667,0.872021659
0.662,0.766,0.73307563
0.573333333,0.3654,0.397412052
0.565,0.708,0.818179205
0.571906298,0.681235498,0.314319711
0.5435,0.550164141,0.733809893
0.122857143,0.07769697,0.123045457
0.608,0.657333333,0.703801279
0.048,0.013634439,0.103293291
0.113,0.028,0.139880246
0.862,0.998,0.818669184
0.292,0.25,0.202997422
0.654,0.798733333,0.793568373
0.954,0.9895,0.869508745
0.836,0.899083333,0.840141159
0.186,0.152,0.161770471
0.856,0.838,0.849167823
0.972,0.988,0.854865164
0.016,0.004095238,0.091151507
0.945,0.983,0.877325058
0.549,0.557333333,0.601606847
0.85,0.8817,0.888710378
0.14255,0.037011905,0.166590793
0.813,0.829,0.817422647
0.286,0.365,0.335898795
0.606,0.6545,0.795048738
0.655636364,0.8615,0.849602191
0.396,0.456,0.61228636
0.358833333,0.3462,0.291753108
0.074,0.057,0.125276303
0.93,0.92,0.887564789
0.085,0.018666667,0.17104763
0.078,0.015,0.19440267
0.746,0.818,0.772745012
0.538,0.862666667,0.61009948
0.486666667,0.382,0.599458117
0.868,0.914,0.781244161
0.848,0.887,0.812179578
0.585333333,0.577,0.746067788
0.674,0.682,0.810197983
0.575151515,0.56,0.704842993
0.868,0.878,0.818371802
0.018,0.002,0.124210344
0.896357143,0.932,0.849370713
0.396,0.435,0.269849476
0.918,0.893,0.895899016
0.667,0.711,0.832345568
0.827333333,0.917714286,0.715152204
0.344,0.230666667,0.232219273
0.334,0.359583333,0.201114715
0.994,0.991151515,0.899280592
0.6816,0.666,0.223510293
0.546,0.632,0.549523762
0.202,0.24,0.099618791
0.282033333,0.136071429,0.419290346
0.078863636,0.063,0.096920602
0.142,0.0365,0.173044435
0.538,0.53,0.704440764
0.843,0.874666667,0.763976564
0.822,0.8745,0.822233476
0.92,0.938,0.854029479
0.400833333,0.445066667,0.191800569
0.78748268,0.80321545,0.755992283
0.798166667,0.714666667,0.733373988
0.799333333,0.673,0.815495828
0.846,0.878,0.813850569
0.289,0.173974026,0.183773163
0.156571429,0.209333333,0.142646135
0.66,0.682,0.784227713
0.633,0.683,0.739147021
0.345333333,0.336,0.216842856
0.7,0.736666667,0.818251286
0.812,0.92,0.862977858
0.267111111,0.240009649,0.154761781
0.606,0.622,0.867641729
0.19,0.158,0.141103767
0.226,0.197,0.183341516
0.6072,0.454309524,0.846931113
0.308,0.36,0.221320393
0.424,0.212,0.781844113
0.9602,0.971333333,0.860372344
0.435333333,0.4724,0.502434336
0.874,0.915,0.820121425
0.0575,0.026,0.209824951
0.316,0.348,0.263407304
0.652333333,0.796,0.575270532
0.311,0.305990385,0.703667337
0.978666667,0.996016667,0.859167138
0.837,0.799433333,0.847676247
0.355333333,0.284,0.324725927
0.934,0.992,0.840794414
0.120333333,0.041666667,0.151803547
0.386,0.408,0.208394455
0.646233333,0.649466667,0.552034953
0.14,0.084,0.134500606
0.416,0.217345238,0.825833129
0.763,0.68,0.796554282
0.418,0.456,0.386334348
0.242,0.141,0.270759066
0.252,0.328,0.154597154
0.977477778,0.980027228,0.823544993
0.728284848,0.878438095,0.623438157
0.988,0.978,0.853803739
0.445333333,0.3435,0.28794957
0.854,0.853,0.828765851
0.182,0.042,0.202551828
0.498333333,0.5525,0.530029654
0.882,0.962,0.838096053
0.066,0.038,0.10700332
0.268,0.232,0.250377057
0.7692,0.657566667,0.807243145
0.762666667,0.808,0.696550242
0.719333333,0.814,0.872069162
0.3089,0.405,0.232472897
0.2055,0.083,0.176044266
0.344,0.27,0.213219207
0.72,0.521166667,0.843969002
0.5287,0.512809524,0.779099505
0.78,0.834666667,0.717407418
0.8,0.803,0.870647938
0.816,0.952,0.862243091
0.233,0.07685,0.403915188
0.298,0.282,0.211161176
0.392,0.327666667,0.259360214
0.788,0.92,0.816820673
0.328666667,0.249,0.475402371
0.844,0.925652381,0.811419718
0.85,0.804333333,0.761324928
0.853260317,0.835728571,0.832516573
0.191363636,0.099,0.20177137
0.862,0.83,0.824485457
0.388,0.3418,0.319411353
0.478,0.555666667,0.710621135
0.108,0.073952381,0.147670297
0.563666667,0.552,0.798058945
0.914,0.908,0.814288958
0.392,0.471,0.167084069
0.794,0.814,0.862530404
0.732922222,0.781,0.755579538
0.7115,0.622933333,0.71435655
0.2185,0.1554,0.278566292
0.083716667,0.024866667,0.151038462
0.823151515,0.868,0.864031316
0.625563636,0.750814986,0.721323152
0.099,0.112,0.143731372
0.442,0.317071429,0.635151576
0.68,0.653,0.801489556
0.908,0.974,0.870393423
0.824,0.828,0.882229255
0.560833333,0.510508333,0.687871672
0.562,0.634,0.648852457
0.758,0.897333333,0.627095512
0.142,0.185,0.168430234
0.608666667,0.756,0.571452269
0.69,0.627,0.766185078
0.034,0.024833333,0.124359756
0.26,0.174,0.295340156
0.104666667,0.063952381,0.198547275
0.601833333,0.637,0.738941336
0.35,0.214333333,0.310804754
0.835066667,0.94,0.698341057
0.384,0.546,0.344592397
0.69,0.743,0.826141497
0.27,0.29,0.166327751
0.608,0.603,0.644316955
0.133648352,0.139348485,0.152533836
0.244296104,0.107985714,0.251543967
0.280666667,0.252333333,0.228044763
0.4,0.362,0.456623483
0.4102,0.369,0.281545009
0.517,0.425833333,0.298188232
0.236,0.232,0.196920326
0.944,0.958,0.860706969
0.91,0.928,0.874387545
0.294,0.316,0.283326131
0.1735,0.076,0.47438197
0.119317384,0.048,0.103408688
0.976,0.972,0.869962668
0.324,0.312,0.220833586
0.81,0.852,0.798091855
0.294309524,0.2131,0.233313808
0.585666667,0.653,0.366892264
0.3728,0.517,0.251359745
0.179666667,0.143015152,0.241674966
0.282,0.336,0.135643599
0.552415584,0.530661905,0.29123579
0.78331746,0.868983626,0.605790346
0.473722222,0.572933333,0.320037884
0.982,0.998,0.891702282
0.482,0.488,0.361367395
0.351,0.379466667,0.331474298
0.29,0.072,0.19236675
0.918,0.986,0.860275954
0.874,0.958,0.776769725
0.332,0.423,0.220277051
0.798,0.737,0.803152553
0.614,0.757,0.788597097
0.398,0.365,0.28124444
0.541533333,0.674555556,0.757256191
0.567333333,0.41,0.738858466
0.176,0.170333333,0.160301849
0.580666667,0.58642619,0.736313592
0.469,0.465666667,0.572487159
0.514,0.398,0.652676954
0.662333333,0.705666667,0.70564521
0.166,0.220334921,0.149553913
0.818,0.971,0.836359529
0.3948,0.3316,0.231185542
0.25,0.1705,0.503986343
